observation_id,network_name,latitude,longitude,rssi_dbm,signal_std_dbm,distance_to_ap_m,connected_devices,avg_download_mbps,peak_usage_hours,frequency_mhz,timestamp
257,Network_D,13.083199,80.268987,-66.96,6.76,103.98,26,28.31,0,5000,2026-01-13 23:31:00
258,Network_A,13.084367,80.271583,-58.02,2.9,63.21,51,43.27,0,2400,2026-01-17 08:25:00
259,Network_A,13.080887,80.269805,-76.17,1.71,107.51,67,21.22,0,2400,2026-01-05 00:33:00
260,Network_D,13.082987,80.272329,-89.83,7.55,141.73,53,1.0,0,5000,2026-01-29 18:30:00
261,Network_B,13.082959,80.272421,-81.07,2.78,127.42,15,18.92,0,5000,2026-01-17 23:07:00
262,Network_C,13.084503,80.27151,-56.04,5.51,48.22,44,40.74,0,5000,2026-01-11 13:26:00
263,Network_D,13.084163,80.270604,-43.92,1.02,21.09,73,32.12,1,5000,2026-01-20 00:04:00
264,Network_A,13.082363,80.271579,-57.74,5.53,58.82,47,44.28,0,2400,2026-01-13 14:15:00
265,Network_D,13.083307,80.271654,-63.64,5.99,50.77,56,41.26,0,2400,2026-01-23 22:02:00
266,Network_C,13.083367,80.271993,-79.23,5.82,118.39,15,19.66,0,5000,2026-01-26 10:09:00
267,Network_B,13.083538,80.272495,-51.68,7.34,9.56,26,54.58,1,2400,2026-01-01 23:21:00
268,Network_D,13.082291,80.271749,-67.07,1.92,70.96,78,10.3,0,2400,2026-01-05 00:58:00
269,Network_C,13.083929,80.269181,-55.37,3.44,43.51,14,73.58,0,2400,2026-01-15 13:23:00
270,Network_A,13.084597,80.272088,-46.24,6.46,8.42,74,35.5,0,2400,2026-01-18 04:50:00
271,Network_A,13.081613,80.269686,-64.68,1.4,75.19,11,59.3,0,5000,2026-01-07 08:51:00
272,Network_B,13.083278,80.270945,-71.1,5.34,117.65,59,7.48,1,5000,2026-01-22 16:26:00
273,Network_A,13.081805,80.272627,-59.75,7.63,81.45,56,36.41,0,2400,2026-01-18 04:14:00
274,Network_A,13.08346,80.27146,-87.84,1.31,139.94,35,2.17,1,2400,2026-01-14 07:27:00
275,Network_A,13.084496,80.272549,-75.3,4.21,95.03,5,29.72,0,2400,2026-01-09 02:51:00
276,Network_A,13.0809,80.272075,-79.58,2.69,147.27,72,11.31,0,5000,2026-01-18 22:51:00
277,Network_D,13.082327,80.272512,-66.28,7.44,80.77,57,12.99,0,5000,2026-01-22 10:33:00
278,Network_B,13.08146,80.27187,-77.03,6.3,136.65,15,17.17,1,5000,2026-01-26 03:11:00
279,Network_D,13.081689,80.271262,-69.25,6.4,101.66,46,15.96,0,5000,2026-01-13 12:20:00
280,Network_D,13.084405,80.269615,-72.72,6.94,96.98,74,1.26,1,5000,2026-01-19 21:56:00
281,Network_C,13.080817,80.270624,-72.05,3.78,101.05,29,15.23,1,2400,2026-01-14 23:27:00
282,Network_A,13.083744,80.270187,-59.24,7.66,61.91,19,40.04,1,5000,2026-01-04 10:36:00
283,Network_D,13.082995,80.270362,-74.53,2.6,127.85,67,18.93,0,5000,2026-01-24 23:40:00
284,Network_A,13.084502,80.271026,-59.33,6.31,68.31,21,71.68,0,2400,2026-01-17 13:34:00
285,Network_C,13.084486,80.27227,-62.09,4.48,65.82,10,63.25,0,2400,2026-01-20 23:43:00
286,Network_C,13.080831,80.271244,-56.07,4.22,57.83,26,36.94,1,2400,2026-01-22 11:08:00
287,Network_D,13.083474,80.271784,-78.87,3.98,99.92,71,11.64,0,2400,2026-01-27 01:44:00
288,Network_A,13.083062,80.268945,-63.71,2.43,57.52,63,30.14,0,5000,2026-01-27 18:58:00
289,Network_B,13.083617,80.272567,-48.29,6.94,37.52,60,48.27,0,5000,2026-01-10 03:16:00
290,Network_A,13.081711,80.269786,-57.68,6.34,23.18,56,30.76,0,2400,2026-01-07 22:54:00
291,Network_B,13.083537,80.269369,-71.71,1.3,118.19,19,23.94,1,5000,2026-01-10 07:42:00
292,Network_A,13.08122,80.27094,-78.79,7.81,118.21,68,11.6,1,5000,2026-01-02 07:54:00
293,Network_B,13.084384,80.271478,-74.79,6.65,110.7,75,16.82,0,5000,2026-01-01 22:43:00
294,Network_D,13.081329,80.269175,-77.52,4.85,115.88,69,25.62,0,5000,2026-01-24 13:19:00
295,Network_D,13.082237,80.268801,-76.97,2.64,126.65,61,16.46,0,5000,2026-01-13 01:36:00
296,Network_A,13.082863,80.270418,-62.63,7.73,49.78,64,25.16,0,5000,2026-01-04 11:06:00
297,Network_C,13.084161,80.269329,-54.01,5.71,49.92,74,24.45,0,5000,2026-01-29 16:54:00
298,Network_C,13.084103,80.272628,-72.33,2.31,96.06,14,27.25,0,2400,2026-01-19 09:40:00
299,Network_C,13.082347,80.27244,-60.53,2.73,67.43,35,49.33,0,5000,2026-01-12 09:22:00
300,Network_B,13.08203,80.268926,-59.0,5.7,59.22,16,44.31,1,5000,2026-01-27 21:09:00
301,Network_A,13.081105,80.269811,-54.55,1.47,45.07,31,39.05,1,5000,2026-01-12 17:41:00
302,Network_B,13.081153,80.270314,-76.21,3.43,111.99,78,23.26,0,2400,2026-01-16 17:05:00
303,Network_A,13.083661,80.271223,-70.26,5.17,84.69,31,25.45,1,5000,2026-01-12 08:26:00
304,Network_A,13.081068,80.271096,-75.36,1.11,95.43,69,19.09,0,2400,2026-01-03 16:09:00
305,Network_A,13.083527,80.27114,-54.31,7.06,50.37,67,19.23,0,2400,2026-01-11 17:18:00
306,Network_C,13.083646,80.272232,-45.27,5.76,34.38,30,56.11,1,2400,2026-01-30 04:51:00
307,Network_C,13.081712,80.270501,-75.34,2.32,143.85,34,18.34,0,5000,2026-01-27 04:25:00
308,Network_B,13.083671,80.270008,-77.21,4.59,134.06,29,21.78,0,5000,2026-01-01 14:19:00
309,Network_A,13.082888,80.271383,-68.72,6.73,106.63,54,14.38,0,2400,2026-01-16 15:20:00
310,Network_B,13.081783,80.26969,-40.0,5.25,14.07,77,33.43,0,5000,2026-01-19 05:29:00
311,Network_B,13.08392,80.271992,-87.06,5.32,140.24,67,4.25,0,2400,2026-01-22 03:51:00
312,Network_C,13.083783,80.27041,-56.71,7.06,34.9,56,35.23,1,5000,2026-01-09 22:15:00
313,Network_C,13.082517,80.271221,-58.28,4.1,41.02,39,45.87,1,5000,2026-01-17 22:57:00
314,Network_C,13.08187,80.270476,-46.92,1.39,8.18,56,30.6,0,5000,2026-01-03 06:38:00
315,Network_A,13.083758,80.270339,-73.5,2.12,100.0,7,19.37,1,5000,2026-01-13 19:32:00
316,Network_B,13.084227,80.271957,-72.74,3.17,104.34,62,11.78,0,5000,2026-01-03 12:06:00
317,Network_A,13.082128,80.270115,-79.63,7.4,125.14,7,27.58,0,5000,2026-01-01 20:00:00
318,Network_B,13.081786,80.269627,-60.17,4.65,51.2,7,50.4,1,2400,2026-01-28 01:47:00
319,Network_C,13.082547,80.270358,-48.57,3.88,6.92,34,29.85,1,2400,2026-01-04 20:00:00
320,Network_C,13.080708,80.271575,-79.03,1.58,111.2,34,12.23,1,5000,2026-01-15 15:53:00
321,Network_B,13.083239,80.271029,-53.89,2.17,22.17,49,34.57,0,2400,2026-01-03 09:33:00
322,Network_D,13.082988,80.272645,-58.6,5.75,65.14,42,33.55,1,2400,2026-01-25 02:36:00
323,Network_B,13.08201,80.270887,-67.32,7.53,88.43,41,45.31,0,5000,2026-01-05 06:40:00
324,Network_C,13.081157,80.271759,-68.17,7.0,103.44,5,52.51,0,2400,2026-01-22 07:38:00
325,Network_D,13.083559,80.272226,-67.5,4.26,111.04,43,35.43,0,2400,2026-01-05 16:53:00
326,Network_A,13.082826,80.270742,-78.07,1.09,123.99,48,1.0,0,5000,2026-01-17 02:25:00
327,Network_C,13.081824,80.269532,-54.46,6.2,11.09,59,26.4,1,5000,2026-01-05 11:56:00
328,Network_A,13.084657,80.269626,-80.75,1.49,141.67,66,1.67,1,2400,2026-01-19 21:17:00
329,Network_D,13.082557,80.271591,-66.8,4.39,100.23,33,16.13,1,2400,2026-01-10 00:46:00
330,Network_D,13.080966,80.271766,-63.89,6.62,89.64,60,25.9,1,2400,2026-01-17 20:15:00
331,Network_D,13.083669,80.26938,-51.83,7.36,33.27,5,76.86,0,5000,2026-01-01 08:09:00
332,Network_A,13.082867,80.271733,-49.17,3.7,49.5,61,34.9,0,2400,2026-01-24 10:02:00
333,Network_B,13.082399,80.272331,-69.17,6.75,78.52,20,38.19,1,2400,2026-01-12 15:27:00
334,Network_B,13.083469,80.269756,-87.4,2.89,141.16,30,12.74,0,5000,2026-01-01 15:22:00
335,Network_D,13.083995,80.268953,-75.19,7.88,117.63,78,20.83,0,5000,2026-01-18 14:24:00
336,Network_A,13.081738,80.268835,-76.37,1.27,132.48,52,1.0,1,2400,2026-01-02 11:03:00
337,Network_B,13.084252,80.270001,-81.26,5.04,135.64,40,16.82,0,5000,2026-01-07 20:27:00
338,Network_C,13.084434,80.271905,-70.76,5.0,102.77,18,31.19,0,2400,2026-01-25 17:38:00
339,Network_D,13.084267,80.272097,-66.13,1.93,63.87,60,32.78,0,5000,2026-01-15 17:08:00
340,Network_A,13.082309,80.270262,-42.03,5.73,15.05,63,51.96,0,5000,2026-01-13 22:42:00
341,Network_C,13.084413,80.272417,-66.0,7.97,54.58,14,43.53,0,5000,2026-01-04 15:12:00
342,Network_B,13.08356,80.271073,-40.0,5.74,12.74,77,31.79,0,2400,2026-01-26 03:02:00
343,Network_A,13.083277,80.272597,-40.74,6.67,15.12,67,46.35,0,5000,2026-01-07 21:41:00
344,Network_B,13.083371,80.272049,-44.63,6.87,29.61,22,62.41,1,2400,2026-01-28 20:11:00
345,Network_D,13.084514,80.272226,-65.22,1.55,89.75,77,26.09,0,5000,2026-01-08 22:13:00
346,Network_D,13.080827,80.270393,-44.66,7.18,17.26,64,44.41,0,5000,2026-01-17 09:16:00
347,Network_C,13.084244,80.269487,-68.5,7.98,111.93,39,16.71,1,2400,2026-01-28 11:02:00
348,Network_A,13.08256,80.27209,-51.09,7.83,14.05,51,31.98,1,5000,2026-01-23 06:53:00
349,Network_A,13.08104,80.270242,-52.12,4.28,15.3,12,62.54,0,2400,2026-01-14 13:39:00
350,Network_C,13.084641,80.269364,-47.68,2.54,21.59,58,33.99,0,2400,2026-01-11 16:48:00
351,Network_D,13.083396,80.26895,-55.78,3.4,35.52,24,57.41,0,2400,2026-01-25 03:39:00
352,Network_B,13.083915,80.269249,-73.13,5.37,89.2,62,16.45,0,2400,2026-01-14 13:20:00
353,Network_C,13.084637,80.270283,-76.5,2.34,108.7,50,4.69,0,5000,2026-01-06 14:40:00
354,Network_C,13.081497,80.26888,-43.25,7.58,23.32,79,26.82,1,2400,2026-01-26 11:23:00
355,Network_D,13.083448,80.271332,-52.01,5.89,21.97,61,29.95,1,5000,2026-01-25 12:23:00
356,Network_A,13.08426,80.271971,-64.27,7.09,78.97,56,41.26,0,2400,2026-01-02 04:15:00
357,Network_C,13.081265,80.270984,-57.51,2.28,31.86,24,33.27,1,5000,2026-01-05 18:15:00
358,Network_C,13.082985,80.269272,-62.49,1.61,59.31,51,33.29,1,2400,2026-01-09 09:40:00
359,Network_B,13.084654,80.268801,-43.01,5.12,41.63,6,107.42,0,2400,2026-01-03 01:45:00
360,Network_B,13.080914,80.270206,-52.73,2.4,38.65,26,45.06,0,5000,2026-01-05 01:30:00
361,Network_A,13.084479,80.27114,-77.62,1.05,139.06,30,24.85,1,5000,2026-01-12 23:50:00
362,Network_B,13.083742,80.270752,-72.64,5.96,107.09,15,27.64,1,5000,2026-01-10 15:18:00
363,Network_A,13.082742,80.271161,-76.72,1.35,137.04,54,46.02,0,2400,2026-01-22 13:07:00
364,Network_A,13.084057,80.269343,-54.92,1.35,8.62,59,33.25,0,2400,2026-01-11 19:09:00
365,Network_D,13.082219,80.271906,-63.14,6.41,61.85,34,41.37,0,2400,2026-01-03 17:24:00
366,Network_D,13.084417,80.270249,-40.98,2.64,14.59,13,88.52,0,2400,2026-01-17 10:26:00
367,Network_B,13.083371,80.272433,-47.98,3.22,43.5,68,35.19,1,2400,2026-01-23 10:43:00
368,Network_B,13.08181,80.269826,-76.79,7.93,144.69,60,24.99,0,5000,2026-01-17 23:03:00
369,Network_D,13.082471,80.269744,-61.04,7.5,54.79,29,34.69,0,5000,2026-01-12 12:07:00
370,Network_D,13.081792,80.270066,-61.2,2.91,70.07,69,30.28,0,2400,2026-01-14 16:58:00
371,Network_D,13.083837,80.27055,-73.41,6.99,130.42,52,6.35,1,2400,2026-01-15 06:46:00
372,Network_D,13.083464,80.269787,-55.8,4.01,32.64,51,21.04,1,2400,2026-01-05 13:49:00
373,Network_A,13.082826,80.269852,-60.21,4.04,76.46,23,35.16,0,5000,2026-01-12 07:00:00
374,Network_B,13.08431,80.270076,-70.1,6.75,111.29,25,25.23,1,5000,2026-01-08 04:57:00
375,Network_A,13.084471,80.269031,-56.66,1.53,41.82,39,46.35,0,2400,2026-01-15 02:36:00
376,Network_A,13.080969,80.271079,-72.67,4.73,112.14,78,7.4,1,2400,2026-01-22 07:03:00
377,Network_C,13.082945,80.269685,-65.09,2.01,66.41,33,42.17,0,5000,2026-01-15 14:31:00
378,Network_A,13.083156,80.269711,-61.78,6.74,88.76,40,24.46,1,5000,2026-01-28 12:13:00
379,Network_C,13.080907,80.270929,-54.11,7.39,27.63,37,57.97,0,2400,2026-01-07 22:08:00
380,Network_C,13.081913,80.27243,-49.6,4.72,22.2,28,50.06,1,5000,2026-01-09 04:35:00
381,Network_B,13.081345,80.271326,-72.84,1.48,145.82,46,25.16,0,2400,2026-01-17 16:42:00
382,Network_C,13.083347,80.269007,-70.03,6.84,56.43,26,32.61,1,2400,2026-01-27 08:32:00
383,Network_C,13.08212,80.270353,-73.53,3.77,102.99,70,15.36,0,5000,2026-01-04 08:27:00
384,Network_D,13.080868,80.270377,-51.58,2.62,29.39,26,53.29,1,2400,2026-01-11 02:16:00
385,Network_C,13.081582,80.272245,-78.99,5.41,140.47,32,17.65,1,5000,2026-01-22 22:41:00
386,Network_A,13.083824,80.270293,-60.83,1.06,69.37,58,28.63,1,5000,2026-01-28 10:51:00
387,Network_D,13.083773,80.270702,-60.45,2.92,67.9,76,8.77,0,5000,2026-01-05 12:39:00
388,Network_C,13.082938,80.272014,-77.42,2.64,108.36,7,27.32,1,5000,2026-01-20 09:38:00
389,Network_B,13.08123,80.270229,-61.28,7.98,94.8,78,13.15,1,2400,2026-01-11 03:06:00
390,Network_A,13.081492,80.268963,-78.93,7.42,133.63,27,1.0,0,2400,2026-01-17 12:39:00
391,Network_D,13.082469,80.271889,-77.87,6.63,110.01,27,24.36,1,5000,2026-01-19 12:31:00
392,Network_B,13.081007,80.26964,-76.94,2.85,125.37,66,13.94,0,2400,2026-01-18 17:53:00
393,Network_B,13.081555,80.27038,-44.43,7.63,6.4,59,40.12,1,2400,2026-01-29 14:38:00
394,Network_D,13.083491,80.270156,-54.63,6.26,87.1,65,42.83,0,5000,2026-01-15 14:54:00
395,Network_D,13.081073,80.270342,-55.67,2.82,28.68,10,38.66,1,5000,2026-01-02 23:23:00
396,Network_B,13.08205,80.272183,-45.89,1.36,17.11,39,38.46,1,2400,2026-01-11 23:10:00
397,Network_B,13.082911,80.269565,-51.17,4.83,35.25,27,58.09,0,5000,2026-01-03 18:09:00
398,Network_B,13.081202,80.269385,-85.12,6.62,124.97,45,11.99,1,2400,2026-01-25 13:09:00
399,Network_D,13.084283,80.269889,-61.92,5.71,38.35,59,24.54,0,5000,2026-01-29 17:07:00
400,Network_B,13.082288,80.269325,-65.99,2.89,112.0,36,24.48,0,2400,2026-01-08 04:54:00
401,Network_D,13.084609,80.271875,-64.89,3.03,100.62,55,22.19,1,2400,2026-01-01 19:21:00
402,Network_B,13.083175,80.271361,-65.01,4.01,77.6,3,49.03,0,2400,2026-01-19 11:47:00
403,Network_C,13.080765,80.271974,-52.47,6.36,10.82,4,49.01,1,5000,2026-01-08 11:30:00
404,Network_B,13.081851,80.269073,-77.77,3.27,144.75,44,15.05,0,5000,2026-01-23 13:03:00
405,Network_A,13.083124,80.272098,-52.12,4.35,11.52,68,42.83,0,2400,2026-01-15 15:07:00
406,Network_B,13.080755,80.269026,-55.24,3.98,42.5,38,45.32,0,2400,2026-01-13 08:33:00
407,Network_C,13.083922,80.270292,-81.3,1.17,121.87,23,16.63,0,5000,2026-01-22 05:24:00
408,Network_B,13.08121,80.271901,-76.87,7.94,130.14,24,19.95,0,5000,2026-01-02 22:16:00
409,Network_D,13.083405,80.271419,-84.95,5.63,142.16,72,1.0,1,2400,2026-01-05 23:08:00
410,Network_C,13.082926,80.270071,-49.97,1.72,24.51,45,55.21,0,2400,2026-01-10 11:46:00
411,Network_A,13.082917,80.269293,-42.93,3.69,18.35,68,32.41,1,5000,2026-01-14 07:22:00
412,Network_A,13.08226,80.27062,-51.58,1.61,25.01,18,51.61,1,5000,2026-01-25 03:14:00
413,Network_A,13.08198,80.270606,-52.05,5.15,51.15,53,42.09,0,5000,2026-01-19 23:32:00
414,Network_C,13.081178,80.270991,-57.18,7.96,42.23,47,40.59,1,2400,2026-01-28 03:39:00
415,Network_A,13.081838,80.270472,-70.43,1.88,94.48,44,28.12,0,2400,2026-01-18 19:05:00
416,Network_C,13.083042,80.270865,-43.47,2.64,17.47,28,89.58,0,2400,2026-01-14 05:21:00
417,Network_C,13.081787,80.270297,-72.78,7.84,91.8,74,16.62,0,5000,2026-01-13 17:50:00
418,Network_D,13.080999,80.272331,-77.32,3.36,149.5,53,16.61,1,5000,2026-01-24 04:07:00
419,Network_D,13.080928,80.271766,-65.58,3.77,106.81,51,11.66,1,5000,2026-01-08 11:22:00
420,Network_D,13.084439,80.269704,-48.47,3.64,22.46,56,44.91,0,2400,2026-01-20 00:45:00
421,Network_B,13.080944,80.270697,-50.79,7.9,20.42,49,43.29,1,5000,2026-01-29 14:43:00
422,Network_B,13.080946,80.271955,-78.34,2.06,141.37,12,22.03,0,5000,2026-01-09 00:49:00
423,Network_B,13.084173,80.269889,-53.15,5.34,28.57,6,70.62,0,5000,2026-01-22 11:08:00
424,Network_C,13.081166,80.269717,-47.02,5.15,47.84,20,74.31,0,2400,2026-01-19 20:31:00
425,Network_C,13.081306,80.270431,-65.32,6.8,91.37,32,48.12,0,5000,2026-01-05 10:51:00
426,Network_B,13.082139,80.269928,-59.16,7.91,33.3,8,52.6,1,5000,2026-01-09 06:47:00
427,Network_B,13.082578,80.270391,-80.35,5.33,149.37,41,5.62,1,2400,2026-01-30 16:22:00
428,Network_A,13.081821,80.269229,-68.52,1.38,68.78,5,53.41,0,5000,2026-01-19 07:07:00
429,Network_B,13.081565,80.27047,-45.87,5.12,12.01,24,73.95,0,2400,2026-01-13 21:25:00
430,Network_B,13.083838,80.271094,-61.0,5.24,65.05,53,28.9,1,2400,2026-01-30 02:33:00
431,Network_A,13.083978,80.271999,-70.85,4.8,119.22,17,20.59,1,2400,2026-01-19 09:18:00
432,Network_C,13.081438,80.269509,-60.91,4.58,61.07,21,31.52,1,5000,2026-01-15 05:10:00
433,Network_B,13.081281,80.270723,-47.87,4.96,14.0,11,70.67,0,2400,2026-01-13 02:00:00
434,Network_C,13.081092,80.268876,-42.45,1.32,31.87,74,41.23,0,2400,2026-01-23 23:13:00
435,Network_D,13.084636,80.271886,-78.3,1.41,114.73,8,20.38,1,2400,2026-01-20 05:12:00
436,Network_B,13.084412,80.269065,-61.42,1.39,46.46,58,33.55,0,2400,2026-01-22 11:51:00
437,Network_D,13.080796,80.270041,-45.02,3.21,30.68,47,60.05,0,2400,2026-01-01 19:01:00
438,Network_B,13.08389,80.27141,-62.0,1.51,84.3,57,21.67,1,2400,2026-01-07 09:10:00
439,Network_A,13.083449,80.272546,-61.19,6.18,110.89,25,44.19,0,2400,2026-01-30 17:53:00
440,Network_D,13.083623,80.27038,-65.04,7.06,88.86,51,25.33,1,2400,2026-01-10 16:01:00
441,Network_C,13.082363,80.270894,-60.06,1.95,63.4,37,41.46,0,5000,2026-01-03 00:07:00
442,Network_D,13.083621,80.270987,-63.21,3.48,67.94,66,10.07,1,2400,2026-01-27 05:42:00
443,Network_D,13.082131,80.271075,-67.63,4.87,88.46,47,17.3,0,5000,2026-01-23 15:46:00
444,Network_C,13.080801,80.270119,-82.64,5.86,118.13,59,9.08,1,5000,2026-01-21 02:47:00
445,Network_D,13.081222,80.270462,-62.39,3.23,51.01,43,39.97,0,2400,2026-01-28 17:32:00
446,Network_B,13.081065,80.269975,-49.02,1.43,20.18,21,42.44,1,2400,2026-01-05 21:16:00
447,Network_D,13.082786,80.272286,-48.68,5.18,33.46,21,52.61,1,2400,2026-01-06 02:29:00
448,Network_C,13.081723,80.27001,-49.63,3.69,28.87,47,44.58,0,5000,2026-01-28 18:45:00
449,Network_D,13.084026,80.269409,-68.72,5.05,109.85,75,19.56,1,5000,2026-01-01 19:51:00
450,Network_A,13.081935,80.269874,-52.58,5.95,43.57,7,55.04,0,5000,2026-01-12 19:26:00
451,Network_B,13.083964,80.268776,-74.91,5.47,111.71,65,11.3,0,2400,2026-01-27 17:38:00
452,Network_A,13.081253,80.272136,-70.04,6.31,77.51,54,28.03,0,5000,2026-01-23 14:47:00
453,Network_D,13.081539,80.272606,-70.55,6.47,98.61,33,24.32,1,5000,2026-01-23 04:06:00
454,Network_A,13.08143,80.272561,-54.83,3.57,67.09,77,25.39,1,5000,2026-01-18 07:00:00
455,Network_C,13.082293,80.268727,-62.8,3.27,80.89,37,32.49,1,2400,2026-01-04 21:06:00
456,Network_B,13.083266,80.268802,-76.15,6.69,119.26,44,21.25,0,2400,2026-01-30 02:52:00
457,Network_C,13.084129,80.271759,-49.91,5.78,26.27,27,63.27,0,5000,2026-01-11 18:31:00
458,Network_C,13.082742,80.26918,-55.7,1.96,50.25,50,42.52,0,5000,2026-01-28 21:17:00
459,Network_C,13.083948,80.272483,-52.45,5.74,50.37,70,30.45,1,2400,2026-01-15 00:53:00
460,Network_A,13.080915,80.27157,-65.24,2.18,73.94,77,21.71,1,2400,2026-01-07 04:01:00
461,Network_C,13.083582,80.270744,-61.78,6.81,92.63,49,32.18,0,5000,2026-01-28 22:05:00
462,Network_C,13.083523,80.272389,-55.3,5.28,25.59,72,24.37,0,5000,2026-01-17 21:27:00
463,Network_C,13.081695,80.272468,-59.69,1.97,48.25,15,50.61,1,5000,2026-01-26 15:42:00
464,Network_D,13.08281,80.269386,-54.87,1.85,29.28,27,54.12,0,5000,2026-01-11 04:05:00
465,Network_B,13.080993,80.271353,-76.02,6.5,91.33,37,1.0,1,5000,2026-01-14 05:45:00
466,Network_D,13.082376,80.270532,-55.13,3.25,42.21,8,78.3,0,2400,2026-01-16 20:52:00
467,Network_A,13.084383,80.27008,-50.09,2.54,12.94,11,61.72,0,5000,2026-01-22 21:51:00
468,Network_B,13.083669,80.269371,-49.87,7.5,22.45,3,75.95,0,5000,2026-01-08 04:44:00
469,Network_B,13.080992,80.271676,-68.17,7.42,108.1,64,13.81,0,2400,2026-01-05 04:01:00
470,Network_B,13.081798,80.271199,-40.88,5.81,16.77,63,44.0,0,2400,2026-01-17 02:25:00
471,Network_C,13.083386,80.268827,-62.41,2.96,82.57,67,3.41,1,2400,2026-01-06 17:23:00
472,Network_B,13.081089,80.271525,-55.45,3.36,55.11,29,47.97,0,2400,2026-01-01 04:00:00
473,Network_A,13.081634,80.268973,-61.89,3.92,32.13,32,45.0,0,2400,2026-01-13 21:17:00
474,Network_A,13.08365,80.270848,-70.36,7.96,126.8,40,18.38,0,2400,2026-01-01 20:30:00
475,Network_B,13.084363,80.271572,-56.99,6.17,46.12,18,45.79,0,2400,2026-01-07 10:29:00
476,Network_D,13.081549,80.269162,-78.28,6.62,126.28,9,21.7,0,2400,2026-01-02 11:55:00
477,Network_C,13.084214,80.27251,-62.92,5.91,114.41,52,20.58,0,2400,2026-01-08 13:31:00
478,Network_B,13.083319,80.270345,-71.51,6.55,101.19,8,26.96,0,2400,2026-01-04 20:09:00
479,Network_A,13.084523,80.272515,-56.24,1.99,56.09,57,25.52,1,5000,2026-01-07 05:57:00
480,Network_C,13.082611,80.270613,-66.92,4.15,116.36,43,33.29,1,2400,2026-01-19 12:15:00
481,Network_C,13.083933,80.268976,-53.21,3.49,53.54,73,10.23,1,5000,2026-01-22 03:15:00
482,Network_A,13.082228,80.269229,-57.29,5.5,33.52,58,25.6,0,5000,2026-01-09 22:21:00
483,Network_C,13.083551,80.269473,-74.83,4.62,73.34,15,22.41,0,2400,2026-01-12 05:09:00
484,Network_D,13.08346,80.269964,-55.25,3.71,13.08,47,47.01,0,5000,2026-01-11 17:59:00
485,Network_A,13.081059,80.272343,-51.78,3.15,5.88,19,63.98,0,5000,2026-01-18 20:13:00
486,Network_D,13.083559,80.269661,-64.46,7.14,69.35,44,30.59,0,2400,2026-01-24 03:24:00
487,Network_B,13.081505,80.272261,-50.41,5.08,21.66,49,33.73,1,2400,2026-01-08 23:08:00
488,Network_C,13.082697,80.269566,-78.02,5.84,131.53,48,3.8,1,5000,2026-01-27 15:27:00
489,Network_A,13.081461,80.272369,-69.33,3.19,85.27,5,25.62,0,2400,2026-01-18 12:41:00
490,Network_C,13.084643,80.271865,-65.25,1.29,92.2,56,10.25,0,2400,2026-01-12 00:56:00
491,Network_B,13.08095,80.27025,-56.1,4.36,89.6,73,14.49,1,2400,2026-01-14 06:17:00
492,Network_B,13.083086,80.270639,-51.44,4.72,8.9,28,42.29,1,5000,2026-01-09 00:29:00
493,Network_A,13.084292,80.2708,-73.62,1.86,107.56,30,11.68,0,5000,2026-01-13 11:45:00
494,Network_B,13.084609,80.269669,-69.39,2.07,101.18,61,24.92,1,2400,2026-01-11 20:27:00
495,Network_D,13.083779,80.272602,-60.79,1.48,88.17,66,15.62,0,5000,2026-01-24 02:51:00
496,Network_D,13.083963,80.271089,-54.7,3.38,62.08,29,39.46,1,2400,2026-01-12 22:39:00
497,Network_C,13.08409,80.269427,-59.27,4.75,67.4,17,46.07,0,5000,2026-01-26 21:08:00
498,Network_D,13.081988,80.270939,-81.01,7.67,129.4,16,26.81,1,5000,2026-01-01 06:03:00
499,Network_C,13.081736,80.268911,-74.41,4.73,110.28,14,21.91,0,5000,2026-01-22 09:45:00
500,Network_A,13.083169,80.272579,-72.24,5.14,110.51,10,33.55,0,2400,2026-01-20 02:38:00
501,Network_D,13.082659,80.270815,-65.44,6.64,53.49,10,34.5,1,5000,2026-01-08 06:52:00
502,Network_B,13.084124,80.2717,-76.66,3.02,121.74,28,22.23,1,5000,2026-01-06 11:08:00
503,Network_D,13.081964,80.272109,-47.04,1.44,10.94,53,43.94,0,5000,2026-01-06 14:44:00
504,Network_D,13.081418,80.269825,-55.35,6.25,71.35,78,23.22,0,2400,2026-01-13 02:00:00
505,Network_D,13.082212,80.272625,-65.36,3.97,72.61,33,46.29,0,5000,2026-01-21 02:40:00
506,Network_A,13.081704,80.269102,-55.5,3.42,62.02,20,60.09,0,5000,2026-01-05 16:07:00
507,Network_A,13.084239,80.269625,-57.37,2.99,63.62,70,42.38,1,5000,2026-01-21 10:12:00
508,Network_B,13.082628,80.271731,-53.88,1.39,45.88,10,64.44,0,5000,2026-01-09 02:33:00
509,Network_B,13.080956,80.26997,-59.01,6.26,36.95,4,60.21,0,5000,2026-01-17 01:21:00
510,Network_A,13.084143,80.27148,-41.3,3.42,6.53,25,74.53,0,5000,2026-01-18 07:04:00
511,Network_D,13.081342,80.270849,-58.09,3.21,32.83,17,62.28,0,2400,2026-01-02 05:58:00
512,Network_D,13.082309,80.269892,-70.84,2.46,95.69,28,13.71,1,2400,2026-01-16 12:36:00
513,Network_D,13.08171,80.270471,-74.97,3.23,127.85,46,22.03,0,2400,2026-01-18 05:51:00
